date,open,high,low,close,adj_close,volume,adx,adxr,apo,aroon_up,aroon_dn,aroon_osc,bop,cci,cmo,dx,macd,macdsignal,macdhist,macd_ext,macdsignal_ext,macdhist_ext,macd_fix,macdsignal_fix,mfi,minus_di,minus_dm,mom,plus_di,plus_dm,rpo,roc,rocp,rocr,rocr100,rsi,slowk,slowd,fastk,fastd,trix,ult_osc,willr,ad,ad_osc,obv,atr,natr,tr,avg_price,median_price,typical_price,weighted_close_price,ht_domint_cycle_period,ht_dominent_cycle_phase,ht_phasor_inphase,ht_phasor_quadrature,ht_sine,ht_leadsine,ht_trend_mode,beta,corr,linear_reg,linear_reg_angle,linear_reg_intercept,linear_reg_slope,std_dev,time_series_forecast,variance,two_crows,three_inside,three_line_strike,three_outside,three_white_soldiers,advance_block,belt_hold,break_away,closing_marubozu,counter_attack,dark_cloud_cover,doji,doji_star,dragonfly_doji,engulfing,evening_doji_star,evening_star,gap_side2_white,gravestone_doji,hammer,hanging_man,harami,harami_cross,high_wave,hikkake_pattern,hikkake_mod,homing_pigeon,identical_three_crows,in_nect,inverted_hammer,ladder_bottom,long_legged_doji,long_line_candle,marubozu,matching_low,morning_doji_star,morning_star,on_neck,piercing,rickshaw_man,separating_lines,shooting_star,short_line,spinning_top,stalled_pattern,stick_sandwich,takuri,tasuki_gap,thrusting,tri_star,unique_three_river,xside_three_methods,trend
2009-06-08 00:00:00,4.58,4.67,4.5,4.61,4.61,12342400,,,,,,,0.17647058823529566,,,,,,,,,,,,,,,0.35000000000000053,,,,8.215962441314574,0.08215962441314567,1.0821596244131457,108.21596244131457,,52.695417789757435,45.022404220517444,,,,,,-31340638.470588043,-11995509.308292676,-25836300.0,,,0.16999999999999993,4.59,4.585,4.593333333333334,4.5975,,,,,,,0,0.8527313293618541,,,,,,0.06086049621892063,,0.0037040000000132522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1.0
2009-06-09 00:00:00,4.7,4.8,4.68,4.75,4.75,18767500,,,,,,,0.4166666666666648,,,,,,,,,,,,,,,0.21999999999999975,,,,4.856512141280356,0.048565121412803475,1.0485651214128036,104.85651214128036,,60.02920035938905,52.25741239892185,,,,,,-28212721.80392131,-9656656.75293922,-7068800.0,,,0.1899999999999995,4.7325,4.74,4.743333333333333,4.745,,,,,,,0,1.0602609790676327,,,,,,0.08662563131089725,,0.0075040000000115015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1.0
2009-06-10 00:00:00,4.81,4.86,4.7,4.82,4.82,18322600,,,,,,,0.06250000000000416,,,,,,,,,,,,,,,0.11000000000000032,,,,2.3354564755838636,0.02335456475583871,1.0233545647558386,102.33545647558387,,71.59612442631315,61.44024752515321,,,,,,-19051421.80392131,-4907016.457300145,11253800.0,,,0.16000000000000014,4.7975,4.78,4.793333333333334,4.800000000000001,,,,,,,0,0.833359156181909,,,,,,0.08009993757807923,,0.00641600000001219,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0.0
2009-06-11 00:00:00,4.83,4.87,4.68,4.7,4.7,15847200,,,,,,,-0.6842105263157875,,,,,,,,,,,,,,0.5900000000000007,0.0,,0.9900000000000011,,0.0,0.0,1.0,100.0,,72.63301036885946,68.08611171818721,,,,,-29.850746268656746,-31562369.172342293,-6498645.366554461,-4593400.0,,,0.1900000000000004,4.77,4.775,4.75,4.737500000000001,,,,,,,0,0.7415131019717013,,4.744571428571429,1.10422367782815,4.493999999999999,0.019274725274725377,0.07730459236039947,4.7638461538461545,0.005976000000007531,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2009-06-12 00:00:00,4.75,4.79,4.33,4.47,4.47,39939500,,,,,,,-0.6086956521739136,,11.47540983606556,1.1792452830189024,,,,,,,,,54.27362415640622,25.210589651022875,0.8978571428571432,-0.07000000000000028,25.812274368231076,0.9192857142857153,,-1.541850220264318,-0.015418502202643234,0.9845814977973568,98.45814977973568,55.73770491803278,55.48882215548883,66.57265231688714,,,,,-64.17910447761204,-47190869.172342345,-11531684.887017205,-44532900.0,0.2714285714285714,6.072227548737616,0.45999999999999996,4.585,4.5600000000000005,4.53,4.515000000000001,,,,,,,0,1.120629012895043,,4.6548571428571455,0.18133109238622566,4.613714285714285,0.0031648351648354274,0.12116104984692536,4.658021978021981,0.01468000000000913,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2009-06-15 00:00:00,4.39,4.45,4.21,4.26,4.26,27471700,,,,,,,-0.5416666666666657,,-0.7856341189674614,5.538617886178838,,,,,,,,,47.42015173878764,26.73713419343767,0.9537244897959188,-0.47000000000000064,23.930829304574218,0.8536224489795927,,-9.936575052854135,-0.09936575052854135,0.9006342494714586,90.06342494714586,49.60718294051627,29.1852458519125,52.43569279208693,,,,,-92.75362318840583,-63216027.505675726,-17641234.62535648,-72004600.0,0.27061224489795915,6.352400114975568,0.2599999999999998,4.3275,4.33,4.306666666666667,4.295,,,,,,,0,0.6493833972402214,,4.543714285714285,-0.6283395122513861,4.686285714285715,-0.010967032967033058,0.2065913841378866,4.532747252747252,0.04268000000000782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2009-06-16 00:00:00,4.3,4.35,4.1,4.13,4.13,27530400,,,,,,,-0.6799999999999997,,-7.56361101429069,11.349185646510259,,,,,,,,,39.87778820962742,27.948647647731644,0.9956013119533536,-0.4299999999999997,22.25135603520067,0.7926494169096218,,-9.4298245614035,-0.09429824561403503,0.905701754385965,90.57017543859651,46.21819449285465,12.465929132595782,32.37999904666571,,,,,-96.24999999999997,-84139131.50567567,-25194198.552371934,-99535000.0,0.26913994169096206,6.516705609950655,0.25,4.22,4.225,4.1933333333333325,4.1775,,,,,,,0,0.3309606445169197,,4.432571428571428,-1.2426827857523826,4.714571428571429,-0.021692307692307736,0.2588126735691583,4.410879120879121,0.0669840000000157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2009-06-17 00:00:00,4.13,4.17,3.86,4.08,4.08,32809400,,,,,,,-0.16129032258064457,,-10.10728447333531,22.54412800820484,,,,,,,,,32.77944804654648,32.187659058802176,1.1644869325281137,-0.40000000000000036,20.344697377969855,0.7360316014160774,,-8.92857142857143,-0.08928571428571436,0.9107142857142857,91.07142857142857,44.946357763332344,11.084679896561092,17.578618293689793,,,,,-78.84615384615384,-70380350.86051434,-21615871.90338403,-132344400.0,0.2720585172844648,6.6681009138349205,0.31000000000000005,4.06,4.015,4.036666666666666,4.047499999999999,,,,,,,0,0.15734650396594047,,4.323714285714288,-1.8114539357496537,4.734857142857143,-0.03162637362637349,0.2297302766289462,4.292087912087914,0.052776000000012147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2009-06-18 00:00:00,4.03,4.07,3.81,3.85,3.85,29208700,,,,,,,-0.6923076923076923,,-20.891401512616007,24.678172296670603,,,,,,,,,32.73192296482435,31.170775501393326,1.131309294490391,-0.8000000000000003,18.831201472126534,0.6834579156006433,,-17.204301075268823,-0.1720430107526882,0.8279569892473118,82.79569892473117,39.554299243692,9.919971588995653,11.156860206050844,,,,,-96.3302752293578,-90601758.55282204,-24621016.003315605,-161553100.0,0.27191148033557444,7.062635852872064,0.27,3.9400000000000004,3.9400000000000004,3.91,3.8950000000000005,,,,,,,0,-0.2543056999228819,,4.1505714285714275,-2.9013432335667813,4.809428571428571,-0.050681318681318706,0.20468512403201475,4.099890109890109,0.041896000000001266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2009-06-19 00:00:00,3.92,3.98,3.86,3.87,3.87,20840700,,,,,,,-0.4166666666666648,-169.44769711163121,-19.548356569924163,24.67817229667061,,,,,,,,,24.919517789740393,30.013053029127022,1.0505014877410774,-0.7599999999999998,18.13178656270021,0.6346394930577401,,-16.41468682505399,-0.16414686825053992,0.8358531317494601,83.58531317494601,40.22582171503792,11.746270290294346,10.916973925283699,,,,,-94.33962264150944,-107969008.55282196,-29138062.13480436,-140712400.0,0.2617749460258905,6.764210491625078,0.1299999999999999,3.9075,3.92,3.9033333333333338,3.895,,,,,,,0,0.5283514848832755,,4.02942857142857,-3.4261019179203007,4.8077142857142885,-0.059868131868132245,0.15689486925964707,3.969560439560437,0.024616000000001748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2009-06-22 00:00:00,3.84,3.86,3.61,3.62,3.62,21564900,,,,,,,-0.879999999999999,-188.4781884781885,-30.01473516354128,35.054373043600066,,,,,,,,,25.54653104559203,34.91217830353368,1.2254656671881432,-0.9900000000000002,16.788744097939187,0.589308100696473,,-21.47505422993493,-0.21475054229934928,0.7852494577006507,78.52494577006507,34.99263241822936,4.935994668137542,8.86741218247585,0.0,2.226632979477163,,,-99.20634920634919,-127808716.55282192,-34649664.267249346,-162277300.0,0.26164816416689834,7.227849838864595,0.26000000000000023,3.7325,3.735,3.6966666666666668,3.6775,,,,,,,0,3.0202719318352735,,3.8442857142857143,-4.461292098749508,4.8585714285714285,-0.07802197802197802,0.18253766734568333,3.766263736263736,0.03332000000000335,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2009-06-23 00:00:00,3.67,3.69,3.43,3.55,3.55,21411900,,,,,,,-0.46153846153846234,-174.6602307349968,-32.65653373586391,41.32208942857808,,,,,,,,,25.71646325086695,37.44749634268919,1.3179324052461328,-1.2000000000000002,15.548459907468793,0.5472146649324392,,-25.263157894736842,-0.2526315789473685,0.7473684210526316,74.73684210526315,33.67173313206805,8.980855855855857,8.554373604762583,0.0,2.226632979477163,,,-91.66666666666669,-129455785.7835912,-34278508.5978353,-183689200.0,0.261530438154977,7.367054595914846,0.2599999999999998,3.585,3.56,3.5566666666666666,3.5549999999999997,,,,,,,0,2.508020795642249,,3.656571428571426,-5.522268140058902,4.9134285714285735,-0.09668131868131906,0.1900105260242177,3.5598901098901066,0.036103999999999914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2009-06-24 00:00:00,3.63,3.78,3.6,3.66,3.66,19674200,,,,,,,0.16666666666666832,-126.36165577342047,-24.691126783905794,34.341007857743506,,,,,,,,,24.673722887953105,34.98527303796554,1.2237943762999803,-1.1600000000000001,17.099006506836112,0.5981279031515505,,-24.06639004149378,-0.24066390041493776,0.7593360995850622,75.93360995850622,37.65443660804711,17.835022522522518,10.583957682171976,60.766701968717776,20.255567322905925,,,-84.02777777777777,-136013852.45025784,-33097101.709029377,-164015000.0,0.2592782640010501,7.084105573799182,0.22999999999999998,3.6674999999999995,3.69,3.6799999999999997,3.675,,,,,,,0,1.5489718966812291,,3.548000000000001,-5.852690527612073,4.880571428571428,-0.10250549450549437,0.1275931032618999,3.4454945054945068,0.01628000000000185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2009-06-25 00:00:00,3.62,3.68,3.53,3.64,3.64,14595100,,,,,,,0.13333333333333314,-119.45798514391821,-25.566254006328997,36.949799236016005,,,,,,,,,18.70458010072234,35.50090645351751,1.2063804922785535,-1.06,16.34423191333193,0.5554044814978684,,-22.5531914893617,-0.225531914893617,0.774468085106383,77.4468085106383,37.216872996835505,30.111844799344784,18.97590772590772,54.090508846327495,38.28573693834843,,,-85.41666666666667,-129202805.78359117,-27437820.250666708,-178610100.0,0.25147267371526083,6.90858993723244,0.15000000000000036,3.6174999999999997,3.605,3.6166666666666667,3.6225,,,,,,,0,1.5488094912640393,,3.4597142857142793,-6.0059250951939935,4.827428571428577,-0.1052087912087921,0.10759182125050949,3.3545054945054873,0.011576000000001585,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0.0
2009-06-26 00:00:00,3.69,3.71,3.62,3.62,3.62,16782600,,,,,,,-0.7777777777777772,-99.43484314849695,-26.48623403301937,34.483632321140504,,,,,,,,,23.221986414513047,34.51642368207296,1.1202104571157996,-0.8499999999999996,16.815360099092892,0.545732732819449,,-19.01565995525727,-0.19015659955257264,0.8098434004474273,80.98434004474274,36.75688298349032,39.43512156448204,29.127329628783116,77.46370951364534,64.10697344289687,,,-86.80555555555556,-145985405.78359115,-27968230.54036683,-195392700.0,0.2399389113070279,6.628146721188616,0.08999999999999986,3.6599999999999997,3.665,3.65,3.6425,,,,,,,0,1.6074232321858657,,3.3917142857142832,-5.98226028987514,4.754000000000002,-0.10479120879120915,0.03709447398196545,3.286923076923074,0.0013759999999987116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,1.0
2009-06-29 00:00:00,3.72,3.78,3.65,3.72,3.72,14889100,,,-0.402115384615386,84.0,20.0,-64.0,0.0,-79.5979353436566,-18.593557451460686,28.661640122381044,,,,,,,,,21.23792315311175,32.77625950422184,1.040195424464671,-0.5399999999999996,18.173284544875543,0.5767518233323453,-9.407054165916893,-12.676056338028163,-0.1267605633802816,0.8732394366197184,87.32394366197184,40.70322127426966,55.075002516863016,41.54065629356328,100.0,77.18473945332428,,,-79.8611111111111,-144840090.3989757,-25278231.623742253,-180503600.0,0.2342289890708116,6.296478200828269,0.1599999999999997,3.7175000000000002,3.715,3.716666666666667,3.7175000000000002,,,,,,,0,1.210106582291622,,3.397714285714285,-5.287630350719269,4.600857142857143,-0.09254945054945068,0.055281099844380704,3.3051648351648337,0.0030560000000043885,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,1.0
2009-06-30 00:00:00,3.77,3.98,3.74,3.87,3.87,24129800,,,-0.43711538461538657,80.0,16.0,-64.0,0.41666666666666746,-50.15089163237299,-7.7340534970817725,13.53788528880268,,,,,,,,,21.562589435016154,30.118949053271677,0.965895751288623,-0.2599999999999998,22.93637953006255,0.7355552645228922,-10.2618510158014,-6.295399515738498,-0.06295399515738494,0.937046004842615,93.7046004842615,46.13297325145912,67.5329149747755,54.014346352040185,100.0,92.48790317121512,,,-69.44444444444444,-142829273.73230904,-21239951.16175261,-156373800.0,0.23606977556575362,6.099994200665468,0.2599999999999998,3.84,3.8600000000000003,3.8633333333333333,3.865,,,,,,,0,0.6092339730470674,,3.4817142857142818,-3.957805340384511,4.3811428571428594,-0.06918681318681366,0.09042123644368164,3.412527472527468,0.00817600000000418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2009-07-01 00:00:00,3.93,4.05,3.88,3.91,3.91,25970300,23.074202727218967,,-0.44243589743589906,76.0,12.0,-64.0,-0.11764705882352956,-32.649644202595205,-4.9735878450766515,8.720889465549634,,,,,,,,,28.794841252015758,28.40215559828223,0.8969031976251499,-0.16999999999999993,23.845679639088626,0.7530156027712569,-10.445231393202011,-4.1666666666666625,-0.04166666666666665,0.9583333333333334,95.83333333333334,47.513206077461675,77.16320716320723,66.59037488494859,100.0,100.0,,,-64.70588235294117,-159633585.49701485,-23003849.155912995,-130403500.0,0.2320647915967712,5.935160910403355,0.17999999999999972,3.9425,3.965,3.9466666666666668,3.9375,,,,,,,0,0.5449484965339266,,3.585999999999998,-2.5457818632732687,4.164000000000001,-0.04446153846153864,0.11822013364908132,3.5415384615384595,0.01397600000000665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0.0
2009-07-02 00:00:00,3.84,3.89,3.76,3.78,3.78,13415300,22.522549860601877,,-0.4358333333333353,72.0,8.0,-64.0,-0.46153846153846073,-50.69930069930064,-12.794233273508468,15.35106259457965,,,,,,,,,31.893710642104402,30.913156003218422,0.9528386835090679,-0.07000000000000028,22.68523365681932,0.6992287740018814,-10.376984126984173,-1.81818181818183,-0.018181818181818254,0.9818181818181817,98.18181818181817,43.60288336324577,61.94726031935337,68.8811274857787,63.64628804793398,87.882096015978,,40.756137288293715,-65.68627450980395,-168921100.88163024,-24589303.307182312,-143818800.0,0.22620302076843044,5.984206898635726,0.15000000000000036,3.8175,3.825,3.81,3.8025,,,,,,,0,0.6326256352971996,,3.646571428571427,-1.578697234797563,4.004857142857144,-0.027560439560439767,0.10411532067858836,3.6190109890109876,0.01084000000000529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0.0
2009-07-06 00:00:00,3.74,3.77,3.5,3.55,3.55,26785900,22.8865531709494,,-0.43576923076923224,68.0,4.0,-64.0,-0.703703703703705,-81.34304132078086,-24.615158195035917,27.618596205467227,,,,,,,,,32.478085177201386,36.433056110026776,1.1447787775441343,-0.3200000000000003,20.66372632341919,0.6492838615731756,-10.485886163813085,-8.268733850129205,-0.08268733850129206,0.9173126614987079,91.73126614987079,37.69242090248204,39.79237816447119,59.63428188234394,0.0,54.54876268264466,,36.53451474931458,-86.95652173913047,-185786297.17792657,-28368705.79905206,-170604700.0,0.23004566214211394,6.480159496960956,0.2799999999999998,3.64,3.635,3.606666666666667,3.5925,,,,,,,0,0.9462109234413637,0.9824257883915418,3.637714285714286,-1.2099573373879866,3.9122857142857126,-0.021120879120878972,0.1269015366337308,3.616593406593407,0.016104000000002117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2009-07-07 00:00:00,3.63,3.63,3.35,3.43,3.43,20511800,23.65162188900942,,-0.4280769230769246,100.0,0.0,-100.0,-0.7142857142857139,-100.86483334952865,-29.950353195697126,33.59751522378961,,,,,,,,,33.73897561731495,37.93374027470174,1.2130088648624102,-0.18999999999999995,18.854352245071272,0.6029064428893773,-10.407705255283375,-5.2486187845303895,-0.05248618784530385,0.9475138121546961,94.7513812154696,35.02482340215143,19.24292761502062,40.3275220329484,0.0,21.215429349311325,,33.50222132314613,-90.24390243902437,-194577068.60649797,-30132915.382175863,-191116500.0,0.23361382913196294,6.810898808512039,0.2799999999999998,3.51,3.49,3.47,3.46,,,,,,,0,0.9382832210336151,0.9835686278610819,3.599714285714285,-1.10422367782815,3.850285714285715,-0.019274725274725377,0.18680471086137412,3.58043956043956,0.03489600000000159,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
